"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
1745,"Verbindlichk. soziale Sicherheit(g.5J)","Verbindlichk. soziale Sicherheit(g.5J)","Liability",,"Yes","No",,,,,,,,,,,,
1746,"Verbindlichkeiten aus Einbehaltungen","Verbindlichkeiten aus Einbehaltungen","Liability",,"Yes","No",,,,,,,,,,,,
1747,"Verbindlichkeiten für Verbrauchsteuern","Verbindlichkeiten für Verbrauchsteuern","Liability",,"Yes","No",,,,,,,,,,,,
1750,"Verbindlichkeiten a.Vermögensbildung","Verbindlichkeiten a.Vermögensbildung","Liability",,"Yes","No",,,,,,,,,,,,
1751,"Verbindlichk. Vermögensbildung(b.1J)","Verbindlichk. Vermögensbildung(b.1J)","Liability",,"Yes","No",,,,,,,,,,,,
1752,"Verbindlichk. Vermögensbildung(1-5J)","Verbindlichk. Vermögensbildung(1-5J)","Liability",,"Yes","No",,,,,,,,,,,,
1753,"Verbindlichk. Vermögensbildung(g.5J)","Verbindlichk. Vermögensbildung(g.5J)","Liability",,"Yes","No",,,,,,,,,,,,
1754,"Steuerzahlungen an andere EG-Länder","Steuerzahlungen an andere EG-Länder","Liability",,"Yes","No",,,,,,,,,,,,
1755,"Lohn- und Gehaltsverrechnungen","Lohn- und Gehaltsverrechnungen","Liability",,"Yes","No",,,,,,,,,,,,
1758,"USt-Abzugsverfahren 16% USt","USt-Abzugsverfahren 16% USt","Liability",,"Yes","No",,,,,,,,,,,,
1760,"Umsatzsteuer nicht fällig","Umsatzsteuer nicht fällig","Liability",,"Yes","No",,,,,,,,,,,,
1761,"Umsatzsteuer nicht fällig 7%","Umsatzsteuer nicht fällig 7%","Liability",,"Yes","No",,,,,,,,,,,,
1762,"USt nicht fällig, EG-Lieferungen","USt nicht fällig, EG-Lieferungen","Liability",,"Yes","No",,,,,,,,,,,,
1763,"USt nicht fällig, EG-Lieferungen 16%","USt nicht fällig, EG-Lieferungen 16%","Liability",,"Yes","No",,,,,,,,,,,,
1764,"USt nicht fällig, EG-Lieferungen 19%","USt nicht fällig, EG-Lieferungen 19%","Liability",,"Yes","No",,,,,,,,,,,,
1765,"Umsatzsteuer nicht fällig 16%","Umsatzsteuer nicht fällig 16%","Liability",,"Yes","No",,,,,,,,,,,,
1766,"Umsatzsteuer nicht fällig 19%","Umsatzsteuer nicht fällig 19%","Liability",,"Yes","No",,,,,,,,,,,,
1767,"USt im anderen EG-Land stpfl.Lieferung","USt im anderen EG-Land stpfl.Lieferung","Liability",,"Yes","No",,,,,,,,,,,,
1768,"USt im anderen EG-Land s.Leist./Werkl.","USt im anderen EG-Land s.Leist./Werkl.","Liability",,"Yes","No",,,,,,,,,,,,
1770,"Umsatzsteuer","Umsatzsteuer","Liability",,"Yes","No","T_DUE_ACCT",,,,,,,,,,,
1771,"Umsatzsteuer 7%","Umsatzsteuer 7%","Liability",,"Yes","No",,,,,,,,,,,,
1772,"Umsatzsteuer aus EG-Erwerb","Umsatzsteuer aus EG-Erwerb","Liability",,"Yes","No",,,,,,,,,,,,
1773,"Umsatzsteuer aus EG-Erwerb 16%","Umsatzsteuer aus EG-Erwerb 16%","Liability",,"Yes","No",,,,,,,,,,,,
1774,"Umsatzsteuer aus EG-Erwerb 19%","Umsatzsteuer aus EG-Erwerb 19%","Liability",,"Yes","No","T_LIABILITY_ACCT",,,,,,,,,,,
1775,"Umsatzsteuer 16%","Umsatzsteuer 16%","Liability",,"Yes","No",,,,,,,,,,,,
1776,"Umsatzsteuer 19%","Umsatzsteuer 19%","Liability",,"Yes","No",,,,,,,,,,,,
1777,"Umsatzsteuer EG-Lieferungen","Umsatzsteuer EG-Lieferungen","Liability",,"Yes","No",,,,,,,,,,,,
1778,"Umsatzsteuer EG-Lieferungen Inland stpfl. 19%","Umsatzsteuer EG-Lieferungen Inland stpfl. 19%","Liability",,"Yes","No",,,,,,,,,,,,
1779,"USt aus EG-Erwerb ohne Vorsteuer-Abzug","USt aus EG-Erwerb ohne Vorsteuer-Abzug","Liability",,"Yes","No",,,,,,,,,,,,
1780,"Umsatzsteuervorauszahlungen","Umsatzsteuervorauszahlungen","Liability",,"Yes","No",,,,,,,,,,,,
1781,"Umsatzsteuervorauszahlungen 1/11","Umsatzsteuervorauszahlungen 1/11","Liability",,"Yes","No",,,,,,,,,,,,
1782,"Nachsteuer","Nachsteuer","Liability",,"Yes","No",,,,,,,,,,,,
1783,"Unber. ausgewiesene und geschuldete USt","Unber. ausgewiesene und geschuldete USt","Liability",,"Yes","No",,,,,,,,,,,,
1784,"USt EG-Erwerb Neufahrzeuge ohne UStID","USt EG-Erwerb Neufahrzeuge ohne UStID","Liability",,"Yes","No",,,,,,,,,,,,
1788,"Aufgeschobene Einfuhr-Umsatzsteuer","Aufgeschobene Einfuhr-Umsatzsteuer","Liability",,"Yes","No",,,,,,,,,,,,
1789,"Umsatzsteuer laufendes Jahr","Umsatzsteuer laufendes Jahr","Liability",,"Yes","No",,,,,,,,,,,,
1790,"Umsatzsteuer Vorjahr","Umsatzsteuer Vorjahr","Liability",,"Yes","No",,,,,,,,,,,,
1791,"Umsatzsteuer frühere Jahre","Umsatzsteuer frühere Jahre","Liability",,"Yes","No",,,,,,,,,,,,
1792,"Sonstige Verrechnung","Sonstige Verrechnung","Liability",,"Yes","No",,,,,,,,,,,,
1793,"Verrechnung geleistete Anzahlungen","Verrechnung geleistete Anzahlungen","Asset",,"Yes","No",,,,,,,,,,,,
1800,"Privatentnahmen allgemein","Privatentnahmen allgemein","Asset",,"Yes","No",,,,,,,,,,,,
1810,"Privatsteuern","Privatsteuern","Asset",,"Yes","No",,,,,,,,,,,,
1820,"Sonderausgaben beschränkt abzugsf.","Sonderausgaben beschränkt abzugsf.","Asset",,"Yes","No",,,,,,,,,,,,
1830,"Sonderausgaben unbeschränkt abzugsf.","Sonderausgaben unbeschränkt abzugsf.","Asset",,"Yes","No",,,,,,,,,,,,
1840,"Zuwendungen, Spenden","Zuwendungen, Spenden","Expense",,"Yes","No",,,,,,,,,,,,
1850,"Außergewöhnliche Belastungen","Außergewöhnliche Belastungen","Expense",,"Yes","No",,,,,,,,,,,,
1860,"Grundstücksaufwand","Grundstücksaufwand","Expense",,"Yes","No",,,,,,,,,,,,
1870,"Grundstücksertrag","Grundstücksertrag","Asset",,"Yes","No",,,,,,,,,,,,
1880,"Unentgeltliche Wertabgaben","Unentgeltliche Wertabgaben","Expense",,"Yes","No",,,,,,,,,,,,
1890,"Privateinlagen","Privateinlagen","Liability",,"Yes","No",,,,,,,,,,,,
1900,"Privatentnahmen allgemein","Privatentnahmen allgemein","Asset",,"Yes","No",,,,,,,,,,,,
1910,"Privatsteuern","Privatsteuern","Asset",,"Yes","No",,,,,,,,,,,,
1920,"Sonderausgaben beschränkt abzugsf.","Sonderausgaben beschränkt abzugsf.","Expense",,"Yes","No",,,,,,,,,,,,
1930,"Sonderausgaben unbeschränkt abzugsf.","Sonderausgaben unbeschränkt abzugsf.","Expense",,"Yes","No",,,,,,,,,,,,
1940,"Zuwendungen, Spenden","Zuwendungen, Spenden","Expense",,"Yes","No",,,,,,,,,,,,
1950,"Außergewöhnliche *Belastungen","Außergewöhnliche *Belastungen","Expense",,"Yes","No",,,,,,,,,,,,
1960,"Grundstücksaufwand","Grundstücksaufwand","Expense",,"Yes","No",,,,,,,,,,,,
1970,"Grundstücksertrag","Grundstücksertrag","Asset",,"Yes","No",,,,,,,,,,,,
1980,"Unentgeltliche Wertabgaben","Unentgeltliche Wertabgaben","Expense",,"Yes","No",,,,,,,,,,,,
1990,"Privateinlagen","Privateinlagen","Liability",,"Yes","No",,,,,,,,,,,,
2000,"Außerordentliche Aufwendungen","Außerordentliche Aufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2001,"Ao. Aufwendungen finanzwirksam","Ao. Aufwendungen finanzwirksam","Expense",,"Yes","No",,,,,,,,,,,,
2005,"Ao. Aufwendungen nicht finanzwirksam","Ao. Aufwendungen nicht finanzwirksam","Expense",,"Yes","No",,,,,,,,,,,,
2010,"Betriebsfremde Aufwendungen","Betriebsfremde Aufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2020,"Periodenfremde Aufwendungen","Periodenfremde Aufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2100,"Zinsen und ähnliche Aufwendungen","Zinsen und ähnliche Aufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2103,"Abzugsfäh. and. Nebenleist. zu Steuern","Abzugsfäh. and. Nebenleist. zu Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2104,"Nicht abzugsfäh.and.Nebenleist.z.Steuern","Nicht abzugsfäh.and.Nebenleist.z.Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2107,"Zinsaufw. § 233a AO betriebliche Steuern","Zinsaufw. § 233a AO betriebliche Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2108,"Zinsaufwendungen §§ 233a bis 237 AO","Zinsaufwendungen §§ 233a bis 237 AO","Expense",,"Yes","No",,,,,,,,,,,,
2109,"Zinsaufwendungen an verb.Unternehmen","Zinsaufwendungen an verb.Unternehmen","Expense",,"Yes","No",,,,,,,,,,,,
2110,"Zinsaufwendungen f. kfr.Verbindlichkeit.","Zinsaufwendungen f. kfr.Verbindlichkeit.","Expense",,"Yes","No","B_INTERESTEXP_ACCT",,,,,,,,,,,
2115,"Zinsen, Aufwendung. 100/50% n. abzugsf.","Zinsen, Aufwendung. 100/50% n. abzugsf.","Expense",,"Yes","No",,,,,,,,,,,,
2116,"Zinsen, Aufw. verb. UN 100/50% n.abzugsf","Zinsen, Aufw. verb. UN 100/50% n.abzugsf","Expense",,"Yes","No",,,,,,,,,,,,
2118,"In Dauerschuldz. umqual.Zins. kfr.Verb.","In Dauerschuldz. umqual.Zins. kfr.Verb.","Expense",,"Yes","No",,,,,,,,,,,,
2119,"Zinsaufwend. f.kfr. Verb.an verbund. UN","Zinsaufwend. f.kfr. Verb.an verbund. UN","Expense",,"Yes","No",,,,,,,,,,,,
2120,"Zinsaufwendungen f. lfr.Verbindlichkeit.","Zinsaufwendungen f. lfr.Verbindlichkeit.","Expense",,"Yes","No",,,,,,,,,,,,
2126,"Zinsen zur Finanzierung Anlagevermögen","Zinsen zur Finanzierung Anlagevermögen","Expense",,"Yes","No",,,,,,,,,,,,
2127,"Renten/dauer. Lasten Grd./Erw. §8 GewStG","Renten/dauer. Lasten Grd./Erw. §8 GewStG","Expense",,"Yes","No",,,,,,,,,,,,
2128,"Zinsen a.Mituntern. f. lfr. Kap.§15 EStG","Zinsen a.Mituntern. f. lfr. Kap.§15 EStG","Expense",,"Yes","No",,,,,,,,,,,,
2129,"Zinsaufw. für lfr. Verbindlichk.verb.UN","Zinsaufw. für lfr. Verbindlichk.verb.UN","Expense",,"Yes","No",,,,,,,,,,,,
2130,"Diskontaufwendungen","Diskontaufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2139,"Diskontaufwendungen an verbundene UN","Diskontaufwendungen an verbundene UN","Expense",,"Yes","No",,,,,,,,,,,,
2140,"Zinsähnliche Aufwendungen","Zinsähnliche Aufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2149,"Zinsähnliche Aufwendungen an verb.UN","Zinsähnliche Aufwendungen an verb.UN","Expense",,"Yes","No",,,,,,,,,,,,
2150,"Aufwendungen aus Kursdifferenzen","Aufwendungen aus Kursdifferenzen","Expense",,"Yes","No",,,,,,,,,,,,
2165,"Aufw. aus Währungsumstellung auf Euro","Aufw. aus Währungsumstellung auf Euro","Expense",,"Yes","No",,,,,,,,,,,,
2166,"Aufwendg. Bewertung Finanzmittelfonds","Aufwendg. Bewertung Finanzmittelfonds","Expense",,"Yes","No",,,,,,,,,,,,
2170,"Nicht abziehbare Vorsteuer","Nicht abziehbare Vorsteuer","Expense",,"Yes","No",,,,,,,,,,,,
2171,"Nicht abziehbare Vorsteuer 7%","Nicht abziehbare Vorsteuer 7%","Expense",,"Yes","No",,,,,,,,,,,,
2175,"Nicht abziehbare Vorsteuer 16%","Nicht abziehbare Vorsteuer 16%","Expense",,"Yes","No",,,,,,,,,,,,
2176,"Nicht abziehbare Vorsteuer 19%","Nicht abziehbare Vorsteuer 19%","Expense",,"Yes","No",,,,,,,,,,,,
2200,"Körperschaftsteuer","Körperschaftsteuer","Expense",,"Yes","No",,,,,,,,,,,,
2203,"Körperschaftsteuer für Vorjahre","Körperschaftsteuer für Vorjahre","Expense",,"Yes","No",,,,,,,,,,,,
2205,"Körperschaftsteuer auf Kapitalerträge","Körperschaftsteuer auf Kapitalerträge","Expense",,"Yes","No",,,,,,,,,,,,
2208,"Solidaritätszuschlag","Solidaritätszuschlag","Expense",,"Yes","No",,,,,,,,,,,,
2209,"Solidaritätszuschlag für Vorjahre","Solidaritätszuschlag für Vorjahre","Expense",,"Yes","No",,,,,,,,,,,,
2210,"Kapitalertragsteuer %","Kapitalertragsteuer %","Expense",,"Yes","No",,,,,,,,,,,,
2212,"Kapitalertragsteuer 20%","Kapitalertragsteuer 20%","Expense",,"Yes","No",,,,,,,,,,,,
2213,"SolZ auf Kapitalertragsteuer 25%","SolZ auf Kapitalertragsteuer 25%","Expense",,"Yes","No",,,,,,,,,,,,
2214,"SolZ auf Kapitalertragsteuer 20%","SolZ auf Kapitalertragsteuer 20%","Expense",,"Yes","No",,,,,,,,,,,,
2215,"Zinsabschlagsteuer","Zinsabschlagsteuer","Expense",,"Yes","No",,,,,,,,,,,,
2218,"Solidaritätszuschl. auf Zinsabschlagst.","Solidaritätszuschl. auf Zinsabschlagst.","Expense",,"Yes","No",,,,,,,,,,,,
2223,"Vermögensteuer für Vorjahre","Vermögensteuer für Vorjahre","Expense",,"Yes","No",,,,,,,,,,,,
2280,"Steuernachzahlg. VJ Einkommen und Ertrag","Steuernachzahlg. VJ Einkommen und Ertrag","Expense",,"Yes","No",,,,,,,,,,,,
2282,"Erstattung VJ für EK-/Ertragsteuern","Erstattung VJ für EK-/Ertragsteuern","Expense",,"Yes","No",,,,,,,,,,,,
2284,"Auflösung Rückstellung/EE-Steuern","Auflösung Rückstellung/EE-Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2285,"Steuernachzahlg. VJ sonstige Steuern","Steuernachzahlg. VJ sonstige Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2287,"Erstattung VJ für sonstige Steuern","Erstattung VJ für sonstige Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2289,"Auflösung Rückstellung s. Steuern","Auflösung Rückstellung s. Steuern","Expense",,"Yes","No",,,,,,,,,,,,
2300,"Sonstige Aufwendungen","Sonstige Aufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2307,"Sonst.Aufwendungen, betriebsfr.u.regelm.","Sonst.Aufwendungen, betriebsfr.u.regelm.","Expense",,"Yes","No",,,,,,,,,,,,
2309,"Sonstige Aufwendungen unregelmäßig","Sonstige Aufwendungen unregelmäßig","Expense",,"Yes","No",,,,,,,,,,,,
2310,"Abgänge Sachanlagen Restbuchwert","Abgänge Sachanlagen Restbuchwert","Expense",,"Yes","No",,,,,,,,,,,,
2311,"Abgänge immat. Vermögensgegenst. RBW","Abgänge immat. Vermögensgegenst. RBW","Expense",,"Yes","No",,,,,,,,,,,,
2312,"Abgänge Finanzanlagen Restbuchwert","Abgänge Finanzanlagen Restbuchwert","Expense",,"Yes","No",,,,,,,,,,,,
2315,"Abgänge Sachanlagen Restbuchwert","Abgänge Sachanlagen Restbuchwert","Expense",,"Yes","No",,,,,,,,,,,,
2316,"Abgänge immat. Vermögensgegenst. RBW","Abgänge immat. Vermögensgegenst. RBW","Expense",,"Yes","No",,,,,,,,,,,,
2317,"Abgänge Finanzanlagen Restbuchwert","Abgänge Finanzanlagen Restbuchwert","Expense",,"Yes","No",,,,,,,,,,,,
2320,"Verluste aus Anlagenabgang","Verluste aus Anlagenabgang","Expense",,"Yes","No","A_DISPOSAL_LOSS",,,,,,,,,,,
2325,"Verluste aus Abgang von Umlaufvermögen","Verluste aus Abgang von Umlaufvermögen","Expense",,"Yes","No",,,,,,,,,,,,
2340,"Einstellungen SoPo mit Rücklage-Anteil","Einstellungen SoPo mit Rücklage-Anteil","Expense",,"Yes","No",,,,,,,,,,,,
2341,"Einstellungen SoPo Ansparabschreibungen","Einstellungen SoPo Ansparabschreibungen","Expense",,"Yes","No",,,,,,,,,,,,
2345,"Einstellungen SoPo mit Rücklage-Anteil","Einstellungen SoPo mit Rücklage-Anteil","Expense",,"Yes","No",,,,,,,,,,,,
2346,"Einst. SoPo m. Rücklageant. §52/16 EStG","Einst. SoPo m. Rücklageant. §52/16 EStG","Expense",,"Yes","No",,,,,,,,,,,,
2347,"Einstellungen SoPo mit Rückl.ant. Euro","Einstellungen SoPo mit Rückl.ant. Euro","Expense",,"Yes","No",,,,,,,,,,,,
2348,"Aufwend. Zuschreibung  Verbindlichk.","Aufwend. Zuschreibung  Verbindlichk.","Expense",,"Yes","No",,,,,,,,,,,,
2349,"Aufwend. Zuschreibung Rückstellungen","Aufwend. Zuschreibung Rückstellungen","Expense",,"Yes","No",,,,,,,,,,,,
2350,"Grundstücksaufwendungen","Grundstücksaufwendungen","Expense",,"Yes","No",,,,,,,,,,,,
2375,"Grundsteuer","Grundsteuer","Expense",,"Yes","No",,,,,,,,,,,,
2380,"Zuwendungen,Spenden steuerl. n. abziehb.","Zuwendungen,Spenden steuerl. n. abziehb.","Expense",,"Yes","No",,,,,,,,,,,,
2381,"Zuwendg.Spenden wissensch./kult. Zweck","Zuwendg.Spenden wissensch./kult. Zweck","Expense",,"Yes","No",,,,,,,,,,,,
2382,"Zuwendungen,Spenden mildtätige Zwecke","Zuwendungen,Spenden mildtätige Zwecke","Expense",,"Yes","No",,,,,,,,,,,,
2383,"Zuwendungen,Spenden kirchl./rel./gemein.","Zuwendungen,Spenden kirchl./rel./gemein.","Expense",,"Yes","No",,,,,,,,,,,,
2384,"Zuwendungen,Spenden an politische Partei","Zuwendungen,Spenden an politische Partei","Expense",,"Yes","No",,,,,,,,,,,,
2385,"Nicht abziehbare AR-Vergütungen","Nicht abziehbare AR-Vergütungen","Expense",,"Yes","No",,,,,,,,,,,,
2386,"Abziehbare Aufsichtsratsvergütung","Abziehbare Aufsichtsratsvergütung","Expense",,"Yes","No",,,,,,,,,,,,
2387,"Zuwendg. an Stiftg. gem. § 52/2/1-3 AO","Zuwendg. an Stiftg. gem. § 52/2/1-3 AO","Expense",,"Yes","No",,,,,,,,,,,,
2388,"Zuwendg. an Stiftg. gem. § 52/2/4 AO","Zuwendg. an Stiftg. gem. § 52/2/4 AO","Expense",,"Yes","No",,,,,,,,,,,,
2389,"Zuwendg. an Stiftg. kirchl./rel./gemein.","Zuwendg. an Stiftg. kirchl./rel./gemein.","Expense",,"Yes","No",,,,,,,,,,,,
2390,"Zuwendg. an Stiftg. wiss./mildt./kultur.","Zuwendg. an Stiftg. wiss./mildt./kultur.","Expense",,"Yes","No",,,,,,,,,,,,
2400,"Forderungsverluste","Forderungsverluste","Expense",,"Yes","No","WRITEOFF_ACCT",,,,,,,,,,,
2401,"Forderungsverluste 7% USt","Forderungsverluste 7% USt","Expense",,"Yes","No",,,,,,,,,,,,
2402,"Forder.verlust aus stfr. EG-Lieferungen","Forder.verlust aus stfr. EG-Lieferungen","Expense",,"Yes","No",,,,,,,,,,,,
2403,"Forderungsverluste EG-Lieferungen 7%","Forderungsverluste EG-Lieferungen 7%","Expense",,"Yes","No",,,,,,,,,,,,
2404,"Forderungsverlust EG-Lieferung 16% USt","Forderungsverlust EG-Lieferung 16% USt","Expense",,"Yes","No",,,,,,,,,,,,
2405,"Forderungsverluste 16% USt","Forderungsverluste 16% USt","Expense",,"Yes","No",,,,,,,,,,,,
2406,"Forderungsverluste 19% USt","Forderungsverluste 19% USt","Expense",,"Yes","No",,,,,,,,,,,,
2407,"Forderungsverluste 15% USt","Forderungsverluste 15% USt","Expense",,"Yes","No",,,,,,,,,,,,
2409,"Forderungsverluste EG-Lieferung 15% USt","Forderungsverluste EG-Lieferung 15% USt","Expense",,"Yes","No",,,,,,,,,,,,
2430,"Forderungsverluste","Forderungsverluste","Expense",,"Yes","No",,,,,,,,,,,,
2450,"Einstellung in die PWB zu Forderungen","Einstellung in die PWB zu Forderungen","Expense",,"Yes","No",,,,,,,,,,,,
2451,"Einstellung in die EWB zu Forderungen","Einstellung in die EWB zu Forderungen","Expense",,"Yes","No",,,,,,,,,,,,
2490,"Aufwendungen aus Verlustübernahme","Aufwendungen aus Verlustübernahme","Expense",,"Yes","No",,,,,,,,,,,,
2492,"Abgef. Gewinne / Gewinngemeinschaft","Abgef. Gewinne / Gewinngemeinschaft","Expense",,"Yes","No",,,,,,,,,,,,
2493,"Abgef. Gewinne stille Gesellschafter 8","Abgef. Gewinne stille Gesellschafter 8","Expense",,"Yes","No",,,,,,,,,,,,
2494,"Abgef. Gewinne / Gewinn-/Teilgewinnabf.","Abgef. Gewinne / Gewinn-/Teilgewinnabf.","Expense",,"Yes","No",,,,,,,,,,,,
2495,"Einstellungen Kapitalrücklage","Einstellungen Kapitalrücklage","Expense",,"Yes","No",,,,,,,,,,,,
2496,"Einstellung gesetzliche Rücklage","Einstellung gesetzliche Rücklage","Expense",,"Yes","No",,,,,,,,,,,,
2497,"Einstellungen satzungsmäßige Rückl.","Einstellungen satzungsmäßige Rückl.","Expense",,"Yes","No",,,,,,,,,,,,
2498,"Einstellung Rücklage eigene Anteile","Einstellung Rücklage eigene Anteile","Expense",,"Yes","No",,,,,,,,,,,,
2499,"Einstellung in andere Gewinnrücklagen","Einstellung in andere Gewinnrücklagen","Expense",,"Yes","No",,,,,,,,,,,,
2500,"Außerordentliche Erträge","Außerordentliche Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
2501,"Ao. Erträge finanzwirksam","Ao. Erträge finanzwirksam","Revenue",,"Yes","No",,,,,,,,,,,,
2505,"Ao. Erträge nicht finanzwirksam","Ao. Erträge nicht finanzwirksam","Revenue",,"Yes","No",,,,,,,,,,,,
2510,"Betriebsfremde Erträge","Betriebsfremde Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
2520,"Periodenfremde Erträge","Periodenfremde Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
2600,"Erträge aus Beteiligungen","Erträge aus Beteiligungen","Revenue",,"Yes","No",,,,,,,,,,,,
2615,"Erträge a. Beteiligungen 100/50% stfr","Erträge a. Beteiligungen 100/50% stfr","Revenue",,"Yes","No",,,,,,,,,,,,
2616,"Erträge a.Beteilig. verb.UN 100/50% stfr","Erträge a.Beteilig. verb.UN 100/50% stfr","Revenue",,"Yes","No",,,,,,,,,,,,
2617,"Gewinne a. Anteilen inl. Kapitalgesells.","Gewinne a. Anteilen inl. Kapitalgesells.","Revenue",,"Yes","No",,,,,,,,,,,,
2618,"Gewinnant. aus Mituntern.sch.9 GewStG","Gewinnant. aus Mituntern.sch.9 GewStG","Revenue",,"Yes","No",,,,,,,,,,,,
2619,"Erträge a.Beteilig. an verbundenen UN","Erträge a.Beteilig. an verbundenen UN","Revenue",,"Yes","No",,,,,,,,,,,,
2620,"Erträge Wertpapiere/Ausleihungen FAV","Erträge Wertpapiere/Ausleihungen FAV","Revenue",,"Yes","No",,,,,,,,,,,,
2625,"Erträge a.Beteilig. FAV 100/50% stfr","Erträge a.Beteilig. FAV 100/50% stfr","Revenue",,"Yes","No",,,,,,,,,,,,
2626,"Erträge a.Beteilig. verb.UN 100/50% stfr","Erträge a.Beteilig. verb.UN 100/50% stfr","Revenue",,"Yes","No",,,,,,,,,,,,
2649,"Erträge Wertpapiere/FAV-Ausl.verb.UN","Erträge Wertpapiere/FAV-Ausl.verb.UN","Revenue",,"Yes","No",,,,,,,,,,,,
2650,"Sonstige Zinsen und ähnliche Erträge","Sonstige Zinsen und ähnliche Erträge","Revenue",,"Yes","No","B_INTERESTREV_ACCT",,,,,,,,,,,
2655,"Erträge a.Beteilig.UV 100/50% stfr","Erträge a.Beteilig.UV 100/50% stfr","Revenue",,"Yes","No",,,,,,,,,,,,
2656,"Erträge a.Beteilig. verb.UN 100/50% stfr","Erträge a.Beteilig. verb.UN 100/50% stfr","Revenue",,"Yes","No",,,,,,,,,,,,
2657,"Zinserträge 233 a AO betriebl. Steuern","Zinserträge 233 a AO betriebl. Steuern","Revenue",,"Yes","No",,,,,,,,,,,,
2658,"Zinserträge 233 a AO KSt/Vermögenst.","Zinserträge 233 a AO KSt/Vermögenst.","Revenue",,"Yes","No",,,,,,,,,,,,
2659,"Sonst. Zinsen u.ä. Erträge aus verb.UN","Sonst. Zinsen u.ä. Erträge aus verb.UN","Revenue",,"Yes","No",,,,,,,,,,,,
2660,"Erträge aus Kursdifferenzen","Erträge aus Kursdifferenzen","Expense",,"Yes","No","B_REVALUATIONLOSS_ACCT",,,,,,,,,,,
2661,"Nicht realisierbare Währungsdifferenzen","Nicht realisierbare Währungsdifferenzen","Revenue",,"Yes","No","UNREALIZEDGAIN_ACCT",,,,,,,,,,,
2662,"Realisierte Währungsdifferenzen","Realisierte Währungsdifferenzen","Revenue",,"Yes","No","REALIZEDGAIN_ACCT",,,,,,,,,,,
2663,"Produkt Rechnung Preisdifferenz","Produkt Rechnung Preisdifferenz","Expense",,"Yes","No","P_INVOICEPRICEVARIANCE_ACCT",,,,,,,,,,,
2664,"Realisierte Währungsdifferenzen","Realisierte Währungsdifferenzen","Expense",,"Yes","No","REALIZEDLOSS_ACCT",,,,,,,,,,,
2665,"Erträge a. Währungsumstellung auf Euro","Erträge a. Währungsumstellung auf Euro","Expense",,"Yes","No","P_PURCHASEPRICEVARIANCE_ACCT",,,,,,,,,,,
2666,"Erträge Bewertung Finanzmittelfonds","Erträge Bewertung Finanzmittelfonds","Expense",,"Yes","No","PPVOFFSET_ACCT",,,,,,,,,,,
2667,"Bank Währungsverlust (Konto)","Bank Währungsverlust (Konto)","Expense",,"Yes","No","B_SETTLEMENTLOSS_ACCT",,,,,,,,,,,
2668,"Währungsdifferenz zum Kontenausgleich","Währungsdifferenz zum Kontenausgleich","Expense",,"Yes","No","CURRENCYBALANCING_ACCT",,,,,,,,,,,
2669,"Nicht realisierbare Währungsdifferenzen","Nicht realisierbare Währungsdifferenzen","Expense",,"Yes","No","UNREALIZEDLOSS_ACCT",,,,,,,,,,,
2670,"Diskonterträge","Diskonterträge","Revenue",,"Yes","No","B_SETTLEMENTGAIN_ACCT",,,,,,,,,,,
2671,"Bank Bewertungsertrag","Bank Bewertungsertrag","Revenue",,"Yes","No","B_REVALUATIONGAIN_ACCT",,,,,,,,,,,
2672,"Rundungsdifferenzen","Rundungsdifferenzen","Asset",,"Yes","No","SUSPENSEBALANCING_ACCT",,,,,,,,,,,
2673,"Kassendifferenzen","Kassendifferenzen","Expense",,"Yes","No","CB_DIFFERENCES_ACCT",,,,,,,,,,,
2679,"Diskonterträge verbundene Unternehmen","Diskonterträge verbundene Unternehmen","Revenue",,"Yes","No",,,,,,,,,,,,
2680,"Zinsähnliche Erträge","Zinsähnliche Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
2689,"Zinsähnliche Erträge verbundene UN","Zinsähnliche Erträge verbundene UN","Revenue",,"Yes","No",,,,,,,,,,,,
2700,"Sonstige Erträge","Sonstige Erträge","Revenue",,"Yes","No",,,,,,,,,,,,
