[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
131,SUBVENTII GUV.PT.INVEST,SUBVENTII GUV.PT.INVEST,Liability,Credit,,Yes,,P.I.17,4,C,,,B,P.I.17,131,131,284,284
132,IMPRUM.NERAMB.CU CARACTER DE SUBV.PT.INVEST,IMPRUM.NERAMB.CU CARACTER DE SUBV.PT.INVEST,Liability,Credit,,Yes,,P.I.17,4,C,,,B,P.I.17,132,132,285,285
133,DONATII PT.INVEST,DONATII PT.INVEST,Liability,Credit,,Yes,,P.I.17,4,C,,,B,P.I.17,133,133,286,286
134,PLUSURI DE INVENTAR DE NATURA IMOBILIZ.P  ,PLUSURI DE INVENTAR DE NATURA IMOBILIZ.P  ,Liability,Credit,,Yes,,P.I.17,4,C,,,B,P.I.17,134,134,287,287
138,ALTE SUME PRIMITE CU CARACTER DE SUBV.PT.INVEST,ALTE SUME PRIMITE CU CARACTER DE SUBV.PT.INVEST,Liability,Credit,,Yes,,P.I.17,4,C,,,B,P.I.17,138,138,288,288
P.I.18,VENITURI INREGISTRATE IN AVANS,VENITURI INREGISTRATE IN AVANS,Liability,Credit,,Yes,,P.I.16,3,E,,,B,P.I.18,P.I,P.I.18,289,289
472,VEN.INREGISTRATE IN AVANS,VEN.INREGISTRATE IN AVANS,Liability,Credit,,Yes,,P.I.18,4,C,,,B,P.I.18,472,472,290,290
P.J.34,CAPITAL SI REZERVE(J32+J33),CAPITAL SI REZERVE(J32+J33),Liability,Credit,,Yes,,P,2,E,,,B,P.J.34,P.J,P.J.34,291,291
P.J.I.19,CAPITAL (JI20+JI21+JI22),CAPITAL (JI20+JI21+JI22),Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.I.19,P.J,P.J.I.19,292,292
P.J.I.20,CAPITAL SUBSCRIS VARSAT,CAPITAL SUBSCRIS VARSAT,Liability,Credit,,Yes,,P.J.I.19,4,E,,,B,P.J.I.20,P.J,P.J.I.20,293,293
1012,CAPITAL SUBSCRIS VARSAT,CAPITAL SUBSCRIS VARSAT,Liability,Credit,,Yes,,P.J.I.20,5,B,,,B,P.J.I.20,101,1012,294,294
P.J.I.21,CAPITAL SUBSCRIS NEVARSAT,CAPITAL SUBSCRIS NEVARSAT,Liability,Credit,,Yes,,P.J.I.19,4,E,,,B,P.J.I.21,P.J,P.J.I.21,295,295
1011,CAPITAL SUBSCRIS NEVARSAT,CAPITAL SUBSCRIS NEVARSAT,Liability,Credit,,Yes,,P.J.I.21,5,B,,,B,P.J.I.21,101,1011,296,296
P.J.I.22,PATRIMONIUL REGIEI,PATRIMONIUL REGIEI,Liability,Credit,,Yes,,P.J.I.19,4,E,,,B,P.J.I.22,P.J,P.J.I.22,297,297
1015,PATRIMONIUL REGIEI,PATRIMONIUL REGIEI,Liability,Credit,,Yes,,P.J.I.22,5,B,,,B,P.J.I.22,101,1015,298,298
P.J.II.23,PRIME DE CAPITAL,PRIME DE CAPITAL,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.II.23,P.J,P.J.II.23,299,299
104,PRIME DE CAPITAL ,PRIME DE CAPITAL ,Liability,Credit,,Yes,,P.J.II.23,4,C,,,B,P.J.II.23,104,104,300,300
1041,PRIME DE EMISIUNE,PRIME DE EMISIUNE,Liability,Credit,,Yes,,104,5,B,,,B,P.J.II.23,104,1041,301,301
1042,PRIME DE FUZIUNE/DIVIZARE,PRIME DE FUZIUNE/DIVIZARE,Liability,Credit,,Yes,,104,5,B,,,B,P.J.II.23,104,1042,302,302
1043,PRIME DE APORT,PRIME DE APORT,Liability,Credit,,Yes,,104,5,B,,,B,P.J.II.23,104,1043,303,303
1044,PRIME DE CONVERSIE A OBLIG.IN ACTIUNI,PRIME DE CONVERSIE A OBLIG.IN ACTIUNI,Liability,Credit,,Yes,,104,5,B,,,B,P.J.II.23,104,1044,304,304
P.J.III.24,REZERVE DIN REEVALUARE,REZERVE DIN REEVALUARE,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.III.24,P.J,P.J.III.24,305,305
105,REZERVE DIN REEVALUARE,REZERVE DIN REEVALUARE,Liability,Credit,,Yes,,P.J.III.24,4,C,,,B,P.J.III.24,105,105,306,306
P.J.IV.25,REZERVE ,REZERVE ,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.IV.25,P.J,P.J.IV.25,307,307
106,REZERVE ,REZERVE ,Liability,Credit,,Yes,,P.J.IV.25,4,C,,,B,P.J.IV.25,106,106,308,308
1061,REZERVE LEGALE,REZERVE LEGALE,Liability,Credit,,Yes,,106,5,B,,,B,P.J.IV.25,106,1061,309,309
1063,REZERVE STATUTARE SAU CONTRACTUALE,REZERVE STATUTARE SAU CONTRACTUALE,Liability,Credit,,Yes,,106,5,B,,,B,P.J.IV.25,106,1063,310,310
1064,REZERVE DE VALOARE JUSTA4 ,REZERVE DE VALOARE JUSTA4 ,Liability,Credit,,Yes,,106,5,B,,,B,P.J.IV.25,106,1064,311,311
1065,REZERVE REPREZENTAND SURPLUSUL REALIZAT DIN REZERVE DIN REEV,REZERVE REPREZENTAND SURPLUSUL REALIZAT DIN REZERVE DIN REEVALUARE,Liability,Credit,,Yes,,106,5,B,,,B,P.J.IV.25,106,1065,312,312
1068,ALTE REZERVE,ALTE REZERVE,Liability,Credit,,Yes,,106,5,B,,,B,P.J.IV.25,106,1068,313,313
107,REZERVE DIN CONVERSIE (CONS),REZERVE DIN CONVERSIE (CONS),Liability,Credit,,Yes,,P.J.IV.25,4,C,,,B,P.J.IV.25,107,107,314,314
108,INTERESE MINORITARE (CONS),INTERESE MINORITARE (CONS),Liability,Credit,,Yes,,P.J.IV.25,4,C,,,B,P.J.IV.25,108,108,315,315
1081,INTERESE MINORITARE - REZULTATUL EXERCITIULUI FINANCIAR (CON,INTERESE MINORITARE - REZULTATUL EXERCITIULUI FINANCIAR (CONS),Liability,Credit,,Yes,,108,5,B,,,B,P.J.IV.25,108,1081,316,316
1082,INTERESE MINORITARE - ALTE CAPITALURI PROPRII (CONS),INTERESE MINORITARE - ALTE CAPITALURI PROPRII (CONS),Liability,Credit,,Yes,,108,5,B,,,B,P.J.IV.25,108,1082,317,317
P.J.26,ACTIUNI PROPRII,ACTIUNI PROPRII,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.26,P.J,P.J.26,318,318
109,ACTIUNI PROPRII ,ACTIUNI PROPRII ,Liability,Credit,,Yes,,P.J.26,4,C,,,B,P.J.26,109,109,319,319
1091,ACTIUNI PROPRII DETINUTE PE TERMEN SCURT,ACTIUNI PROPRII DETINUTE PE TERMEN SCURT,Liability,Credit,,Yes,,109,5,B,,,B,P.J.26,109,1091,320,320
1092,ACTIUNI PROPRII DETINUTE PE TERMEN LUNG,ACTIUNI PROPRII DETINUTE PE TERMEN LUNG,Liability,Credit,,Yes,,109,5,B,,,B,P.J.26,109,1092,321,321
P.J.V.27,PROFITUL SAU PIERDEREA REPORTATA SOLD CREDITOR,PROFITUL SAU PIERDEREA REPORTATA SOLD CREDITOR,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.V.27,P.J,P.J.V.27,322,322
117,REZULTATUL REPORTAT ,REZULTATUL REPORTAT ,Liability,Credit,,Yes,,P.J.V.27,4,C,,,B,P.J.V.27,117,117,323,323
1171,REZULT.REPORTAT REPREZENTAND PROFITUL NEREPARTIZAT SAU PIERD,REZULT.REPORTAT REPREZENTAND PROFITUL NEREPARTIZAT SAU PIERDEREA NEACOPERITA,Liability,Credit,,Yes,,117,5,B,,,B,P.J.V.27,117,1171,324,324
1172,REZULT.REPORTAT PROVENIT DIN ADOPTAREA PT.PRIMA DATA A IAS  ,REZULT.REPORTAT PROVENIT DIN ADOPTAREA PT.PRIMA DATA A IAS  MAI PUTIN IAS 296 ,Liability,Credit,,Yes,,117,5,B,,,B,P.J.V.27,117,1172,325,325
1174,REZULT.REPORTAT PROVENIT DIN CORECTAREA ERORILOR CONTABILE,REZULT.REPORTAT PROVENIT DIN CORECTAREA ERORILOR CONTABILE,Liability,Credit,,Yes,,117,5,B,,,B,P.J.V.27,117,1174,326,326
1176,REZULT.REPORTAT PROVENIT DIN TRECEREA LA APLICAREA REGLEM.CO,REZULT.REPORTAT PROVENIT DIN TRECEREA LA APLICAREA REGLEM.CONTABILE CF.CU DIR.A IV A CEE,Liability,Credit,,Yes,,117,5,B,,,B,P.J.V.27,117,1176,327,327
P.J.VI.29,PROFITUL SAU PIERDEREA EX FIN SOLD CREDITOR,PROFITUL SAU PIERDEREA EX FIN SOLD CREDITOR,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.VI.29,P.J,P.J.VI.29,328,328
121,PROFIT SAU PIERDERE,PROFIT SAU PIERDERE,Liability,Credit,,Yes,,P.J.VI.29,4,C,,,B,P.J.VI.29,121,121,329,329
P.J.VI.31,REPARTIZAREA PROFITULUI,REPARTIZAREA PROFITULUI,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.VI.31,P.J,P.J.VI.31,330,330
129,REPARTIZAREA PROFITULUI,REPARTIZAREA PROFITULUI,Liability,Credit,,Yes,,P.J.VI.31,4,C,,,B,P.J.VI.31,129,129,331,331
P.J.32,CAPITALURI PROPRII TOTAL(JI19+JII23+JIII24+JIV25-J26+JV27-JV,CAPITALURI PROPRII TOTAL(JI19+JII23+JIII24+JIV25-J26+JV27-JV28+JVI29-JVI30-JVI31),Liability,Credit,,Yes,,P,2,E,,,B,P.J.32,P.J,P.J.32,332,332
P.J.33,PATRIMONIUL PUBLIC,PATRIMONIUL PUBLIC,Liability,Credit,,Yes,,P.J.34,3,E,,,B,P.J.33,P.J,P.J.33,333,333
1016,PATRIMONIUL PUBLIC,PATRIMONIUL PUBLIC,Liability,Credit,,Yes,,P.J.33,4,B,,,B,P.J.33,101,1016,334,334
V.1.01,CIFRA DE AFACERI NETA,CIFRA DE AFACERI NETA,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,V.1.01,V.1,V.1.01,335,335
V.02,PRODUCTIA VANDUTA,PRODUCTIA VANDUTA,Revenue,Credit,,Yes,,V.1.01,4,E,,,B,V.02,V.0,V.02,336,336
701,VEN.DIN VANZ.PROD.FINITE ,VEN.DIN VANZ.PROD.FINITE ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,701,701,337,337
702,VEN.DIN VANZ.SEMIFABRICATELOR ,VEN.DIN VANZ.SEMIFABRICATELOR ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,702,702,338,338
703,VEN.DIN VANZ.PROD.REZIDUALE ,VEN.DIN VANZ.PROD.REZIDUALE ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,703,703,339,339
704,VEN.DIN LUCRARI EXEC.SI SERVICII PRESTATE ,VEN.DIN LUCRARI EXEC.SI SERVICII PRESTATE ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,704,704,340,340
705,VEN.DIN STUDII SI CERCETARI ,VEN.DIN STUDII SI CERCETARI ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,705,705,341,341
706,VEN.DIN REDEVENTE  LOCATII DE GEST.SI CHIRII ,VEN.DIN REDEVENTE  LOCATII DE GEST.SI CHIRII ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,706,706,342,342
708,VEN.DIN ACTIVIT.DIVERSE ,VEN.DIN ACTIVIT.DIVERSE ,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,708,708,343,343
709,VEN.DIN RABAT REMIZA RISTURN,VEN.DIN RABAT REMIZA RISTURN,Revenue,Credit,,Yes,,V.02,5,C,,,B,V.02,709,709,344,344
V.03,VENITURI DIN VANZAREA MARFURILOR,VENITURI DIN VANZAREA MARFURILOR,Revenue,Credit,,Yes,,V.1.01,4,E,,,B,V.03,V.0,V.03,345,345
707,VEN.DIN VANZ.MARFURILOR ,VEN.DIN VANZ.MARFURILOR ,Revenue,Credit,,Yes,,V.03,5,C,,,B,V.03,707,707,346,346
V.05,VENITURI DIN SUBV DE EXPL AFER CIFR AFACERI NETE,VENITURI DIN SUBV DE EXPL AFER CIFR AFACERI NETE,Revenue,Credit,,Yes,,V.1.01,4,E,,,B,V.05,V.0,V.05,347,347
7411,VEN.DIN SUBV.DE EXPLOATARE AFERENTE CIFREI DE AFACERI  ,VEN.DIN SUBV.DE EXPLOATARE AFERENTE CIFREI DE AFACERI  ,Revenue,Credit,,Yes,,V.05,5,B,,,B,V.05,741,7411,348,348
V.2.06,VARIATIA STOCURILOR DE PRODUSE FINITE,VARIATIA STOCURILOR DE PRODUSE FINITE,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,V.2.06,V.2,V.2.06,349,349
711,VARIATIA STOCURILOR ,VARIATIA STOCURILOR ,Revenue,Credit,,Yes,,V.2.06,4,C,,,B,V.2.06,711,711,350,350
V.3.08,PROD REAL SCOPURI PROPRII SI CAPITALIZATA,PROD REAL SCOPURI PROPRII SI CAPITALIZATA,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,V.3.08,V.3,V.3.08,351,351
721,VEN.DIN PROD.DE IMOBILIZARI NECORP.,VEN.DIN PROD.DE IMOBILIZARI NECORP.,Revenue,Credit,,Yes,,V.3.08,4,C,,,B,V.3.08,721,721,352,352
722,VEN.DIN PROD.DE IMOBILIZARI CORP.,VEN.DIN PROD.DE IMOBILIZARI CORP.,Revenue,Credit,,Yes,,V.3.08,4,C,,,B,V.3.08,722,722,353,353
V.4.09,ALTE VENITURI DIN EXPLOATARE,ALTE VENITURI DIN EXPLOATARE,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,V.4.09,V.4,V.4.09,354,354
7417,VEN.DIN SUBV.DE EXPLOATARE AFERENTE ALTOR VENITURI ,VEN.DIN SUBV.DE EXPLOATARE AFERENTE ALTOR VENITURI ,Revenue,Credit,,Yes,,V.4.09,4,B,,,B,V.4.09,741,7417,355,355
758,ALTE VENITURI DIN EXPLOATARE ,ALTE VENITURI DIN EXPLOATARE ,Revenue,Credit,,Yes,,V.4.09,4,C,,,B,V.4.09,758,758,356,356
7581,VEN.DIN DESPAGUBIRI  AMENZI SI PENALITATI ,VEN.DIN DESPAGUBIRI  AMENZI SI PENALITATI ,Revenue,Credit,,Yes,,758,5,B,,,B,V.4.09,758,7581,357,357
7582,VEN.DIN DONATII SI SUBV.PRIMITE ,VEN.DIN DONATII SI SUBV.PRIMITE ,Revenue,Credit,,Yes,,758,5,B,,,B,V.4.09,758,7582,358,358
7583,VEN.DIN VANZAREA ACTIVELOR SI ALTE OPERATII DE CAPITAL ,VEN.DIN VANZAREA ACTIVELOR SI ALTE OPERATII DE CAPITAL ,Revenue,Credit,Yes,Yes,A_DISPOSAL_GAIN,758,5,B,,,B,V.4.09,758,7583,359,359
7584,VEN.DIN SUBV.PT.INVEST,VEN.DIN SUBV.PT.INVEST,Revenue,Credit,,Yes,,758,5,B,,,B,V.4.09,758,7584,360,360
7588,ALTE VENITURI DIN EXPLOATARE ,ALTE VENITURI DIN EXPLOATARE ,Revenue,Credit,,Yes,,758,5,B,,,B,V.4.09,758,7588,361,361
V,VENITURI ,VENITURI ,Revenue,Credit,,Yes,,,1,E,,,B,V,V,V,362,362
V.0.10,VENITURI DIN EXPLOATARE TOTAL,VENITURI DIN EXPLOATARE TOTAL,Revenue,Credit,,Yes,,V,2,E,,,B,V.0.10,V.0,V.0.10,363,363
C.5.11,CH MAT PRIME SI MATER CONSUMABILE,CH MAT PRIME SI MATER CONSUMABILE,Expense,B,,Yes,,C.0.32,3,E,,,B,C.5.11,C.5,C.5.11,364,364
601,CHELT.CU MATERIILE PRIME ,CHELT.CU MATERIILE PRIME ,Expense,B,,Yes,,C.5.11,4,C,,,B,C.5.11,601,601,365,365
602,CHELT.CU MATERIALELE CONSUMABILE ,CHELT.CU MATERIALELE CONSUMABILE ,Expense,B,,Yes,,C.5.11,4,C,,,B,C.5.11,602,602,366,366
6021,CHELT.CU MATERIALELE AUXILIARE ,CHELT.CU MATERIALELE AUXILIARE ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6021,367,367
6022,CHELT.PRIVIND COMBUSTIBILUL ,CHELT.PRIVIND COMBUSTIBILUL ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6022,368,368
6023,CHELT.PRIVIND MATERIALELE PT.AMBALAT ,CHELT.PRIVIND MATERIALELE PT.AMBALAT ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6023,369,369
6024,CHELT.PRIVIND PIESELE DE SCHIMB ,CHELT.PRIVIND PIESELE DE SCHIMB ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6024,370,370
6025,CHELT.PRIVIND SEMINTELE SI MATERIALELE DE PLANTAT ,CHELT.PRIVIND SEMINTELE SI MATERIALELE DE PLANTAT ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6025,371,371
6026,CHELT.PRIVIND FURAJELE ,CHELT.PRIVIND FURAJELE ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6026,372,372
6028,CHELT.PRIVIND ALTE MATERIALE CONSUMABILE ,CHELT.PRIVIND ALTE MATERIALE CONSUMABILE ,Expense,B,,Yes,,602,5,B,,,B,C.5.11,602,6028,373,373
C.5.11.V,VEN.DIN SUBV.DE EXPLOATARE PT.MATERII PRIME SI MATERIALE CON,VEN.DIN SUBV.DE EXPLOATARE PT.MATERII PRIME SI MATERIALE CONSUMABILE ,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.5.11.V,C.5,C.5.11.V,374,374
7412,VEN.DIN SUBV.DE EXPLOATARE PT.MATERII PRIME SI MATERIALE CON,VEN.DIN SUBV.DE EXPLOATARE PT.MATERII PRIME SI MATERIALE CONSUMABILE ,Revenue,Credit,,Yes,,C.5.11.V,4,B,,,B,C.5.11.V,741,7412,375,375
C.5.12,ALTE CHELTUIELI MATERIALE,ALTE CHELTUIELI MATERIALE,Expense,B,,Yes,,C.0.32,3,E,,,B,C.5.12,C.5,C.5.12,376,376
603,CHELT.PRIVIND MATERIALELE DE NATURA OBIECTELOR DE INVENTAR ,CHELT.PRIVIND MATERIALELE DE NATURA OBIECTELOR DE INVENTAR ,Expense,B,,Yes,,C.5.12,4,C,,,B,C.5.12,603,603,377,377
604,CHELT.PRIVIND MATERIALELE NESTOCATE ,CHELT.PRIVIND MATERIALELE NESTOCATE ,Expense,B,,Yes,,C.5.12,4,C,,,B,C.5.12,604,604,378,378
606,CHELT.PRIVIND ANIMALELE SI PASARILE ,CHELT.PRIVIND ANIMALELE SI PASARILE ,Expense,B,,Yes,,C.5.12,4,C,,,B,C.5.12,606,606,379,379
608,CHELT.PRIVIND AMBALAJELE ,CHELT.PRIVIND AMBALAJELE ,Expense,B,,Yes,,C.5.12,4,C,,,B,C.5.12,608,608,380,380
C.5.13,ALTE CHELTUIELI EXTERNE (ENERGIE SI APA),ALTE CHELTUIELI EXTERNE (ENERGIE SI APA),Expense,B,,Yes,,C.0.32,3,E,,,B,C.5.13,C.5,C.5.13,381,381
605,CHELT.PRIVIND ENERGIA SI APA ,CHELT.PRIVIND ENERGIA SI APA ,Expense,B,,Yes,,C.5.13,4,C,,,B,C.5.13,605,605,382,382
C.5.13.V,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CHELT EXTERNE,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CHELT EXTERNE,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.5.13.V,C.5,C.5.13.V,383,383
7413,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CHELT EXTERNE,VEN.DIN SUBV.DE EXPLOATARE PT.ALTE CHELT EXTERNE,Revenue,Credit,,Yes,,C.5.13.V,4,B,,,B,C.5.13.V,741,7413,384,384
C.5.14,CHELTUIELI PRIVIND MARFURILE,CHELTUIELI PRIVIND MARFURILE,Expense,B,,Yes,,C.0.32,3,E,,,B,C.5.14,C.5,C.5.14,385,385
607,CHELT.PRIVIND MARFURILE ,CHELT.PRIVIND MARFURILE ,Expense,B,,Yes,,C.5.14,4,C,,,B,C.5.14,607,607,386,386
C.6.15,CHELTUIELI CU PERSONALUL,CHELTUIELI CU PERSONALUL,Expense,B,,Yes,,C.0.32,3,E,,,B,C.6.15,C.6,C.6.15,387,387
C.6.16,SALARII SI INDEMNIZATII,SALARII SI INDEMNIZATII,Expense,B,,Yes,,C.6.15,4,E,,,B,C.6.16,C.6,C.6.16,388,388
641,CHELT.CU SALARIILE PERS,CHELT.CU SALARIILE PERS,Expense,B,,Yes,,C.6.16,5,C,,,B,C.6.16,641,641,389,389
642,CHELT.CU TICHETELE DE MASA ACORDATE SALARIATILOR ,CHELT.CU TICHETELE DE MASA ACORDATE SALARIATILOR ,Expense,B,,Yes,,C.6.16,5,C,,,B,C.6.16,642,642,390,390
C.6.16.V,VEN.DIN SUBV.DE EXPLOATARE PT.PLATA PERSONALULUI,VEN.DIN SUBV.DE EXPLOATARE PT.PLATA PERSONALULUI,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.6.16.V,C.6,C.6.16.V,391,391
7414,VEN.DIN SUBV.DE EXPLOATARE PT.PLATA PERSONALULUI ,VEN.DIN SUBV.DE EXPLOATARE PT.PLATA PERSONALULUI ,Revenue,Credit,,Yes,,C.6.16.V,4,B,,,B,C.6.16.V,741,7414,392,392
C.6.17,CHELT CU ASIGURARILE SI PROTECTIA SOCIALA,CHELT CU ASIGURARILE SI PROTECTIA SOCIALA,Expense,B,,Yes,,C.6.15,4,E,,,B,C.6.17,C.6,C.6.17,393,393
645,CHELT.PRIV.ASIGURARILE SI PROT.SOC.,CHELT.PRIV.ASIGURARILE SI PROT.SOC.,Expense,B,,Yes,,C.6.17,5,C,,,B,C.6.17,645,645,394,394
6451,CONTRIB.UNITATII LA ASIG.SOC.,CONTRIB.UNITATII LA ASIG.SOC.,Expense,B,,Yes,,645,6,B,,,B,C.6.17,645,6451,395,395
6452,CONTRIB.UNITATII PT.AJUTORUL DE SOMAJ ,CONTRIB.UNITATII PT.AJUTORUL DE SOMAJ ,Expense,B,,Yes,,645,6,B,,,B,C.6.17,645,6452,396,396
6453,CONTRIB.ANGAJATORULUI PT.ASIG.SOC.DE SANATATE ,CONTRIB.ANGAJATORULUI PT.ASIG.SOC.DE SANATATE ,Expense,B,,Yes,,645,6,B,,,B,C.6.17,645,6453,397,397
6458,ALTE CHELT.PRIV.ASIG.SI PROT.SOC.,ALTE CHELT.PRIV.ASIG.SI PROT.SOC.,Expense,B,,Yes,,645,6,B,,,B,C.6.17,645,6458,398,398
C.6.17.V,VEN.DIN SUBV.DE EXPLOATARE PT.ASIG SI PROT SOC,VEN.DIN SUBV.DE EXPLOATARE PT.ASIG SI PROT SOC,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.6.17.V,C.6,C.6.17.V,399,399
7415,VEN.DIN SUBV.DE EXPLOATARE PT.ASIGURARI SI PROTECTIE SOCIALA,VEN.DIN SUBV.DE EXPLOATARE PT.ASIGURARI SI PROTECTIE SOCIALA ,Revenue,Credit,,Yes,,C.6.17.V,4,B,,,B,C.6.17.V,741,7415,400,400
C.7.19,AJUST VALOARE PRIV IMOB CORP SI NECORP-CH,AJUST VALOARE PRIV IMOB CORP SI NECORP-CH,Expense,B,,Yes,,C.0.32,3,E,,,B,C.7.19,C.7,C.7.19,401,401
6811,CHELT.DE EXPL.PRIV.AMORTIZ.IMOBILIZ.,CHELT.DE EXPL.PRIV.AMORTIZ.IMOBILIZ.,Expense,B,Yes,Yes,A_DEPRECIATION_ACCT,C.7.19,4,B,,,B,C.7.19,681,6811,402,402
6813,CHELT.DE EXPL.PRIV.AJUST.PT.DEPREC.IMOBILIZ.,CHELT.DE EXPL.PRIV.AJUST.PT.DEPREC.IMOBILIZ.,Expense,B,,Yes,,C.7.19,4,B,,,B,C.7.19,681,6813,403,403
C.7.20.V,AJUST VALOARE PRIV IMOB CORP SI NECORP-VEN,AJUST VALOARE PRIV IMOB CORP SI NECORP-VEN,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.7.20.V,C.7,C.7.20.V,404,404
7813,VEN.DIN AJUST.PT.DEPREC.IMOBILIZ.,VEN.DIN AJUST.PT.DEPREC.IMOBILIZ.,Revenue,Credit,,Yes,,C.7.20.V,4,B,,,B,C.7.20.V,781,7813,405,405
C.7.22,AJUST VALOARE PRIV ACTIVELE CIRCULANTE-CH,AJUST VALOARE PRIV ACTIVELE CIRCULANTE-CH,Expense,B,,Yes,,C.0.32,3,E,,,B,C.7.22,C.7,C.7.22,406,406
654,PIERDERI DIN CREANTE SI DEBITORI DIVERSI ,PIERDERI DIN CREANTE SI DEBITORI DIVERSI ,Expense,B,,Yes,,C.7.22,4,C,,,B,C.7.22,654,654,407,407
6814,CHELT.DE EXPL.PRIV.AJUST.PT.DEPREC.ACTIVELOR CIRC.,CHELT.DE EXPL.PRIV.AJUST.PT.DEPREC.ACTIVELOR CIRC.,Expense,B,,Yes,,C.7.22,4,B,,,B,C.7.22,681,6814,408,408
C.7.23.V,AJUST VALOARE PRIV ACTIVELE CIRCULANTE-CVEN,AJUST VALOARE PRIV ACTIVELE CIRCULANTE-CVEN,Revenue,Credit,,Yes,,V.0.10,3,E,,,B,C.7.23.V,C.7,C.7.23.V,409,409
754,VEN.DIN CREANTE REACTIVATE SI DEBITORI DIVERSI ,VEN.DIN CREANTE REACTIVATE SI DEBITORI DIVERSI ,Revenue,Credit,,Yes,,C.7.23.V,4,C,,,B,C.7.23.V,754,754,410,410
7814,VEN.DIN AJUST.PT.DEPREC.ACTIVELOR CIRCULANTE ,VEN.DIN AJUST.PT.DEPREC.ACTIVELOR CIRCULANTE ,Revenue,Credit,,Yes,,C.7.23.V,4,B,,,B,C.7.23.V,781,7814,411,411
C.8.24,ALTE CHELTUIELI DE EXPLOATARE,ALTE CHELTUIELI DE EXPLOATARE,Expense,B,,Yes,,C.0.32,3,E,,,B,C.8.24,C.8,C.8.24,412,412
C.8.1.25,CHELT PRIVIND PRESTATIILE EXTERNE,CHELT PRIVIND PRESTATIILE EXTERNE,Expense,B,,Yes,,C.8.24,4,E,,,B,C.8.1.25,C.8,C.8.1.25,413,413
611,CHELT.CU INTRETINEREA SI REPARATIILE ,CHELT.CU INTRETINEREA SI REPARATIILE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,611,611,414,414
612,CHELT.CU REDEVENTELE  LOCATIILE DE GESTIUNE SI CHIRIILE ,CHELT.CU REDEVENTELE  LOCATIILE DE GESTIUNE SI CHIRIILE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,612,612,415,415
613,CHELT.CU PRIMELE DE ASIGURARE ,CHELT.CU PRIMELE DE ASIGURARE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,613,613,416,416
614,CHELT.CU STUDIILE SI CERCETARILE ,CHELT.CU STUDIILE SI CERCETARILE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,614,614,417,417
621,CHELT.CU COLABORATORII ,CHELT.CU COLABORATORII ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,621,621,418,418
622,CHELT.PRIVIND COMISIOANELE SI ONORARIILE ,CHELT.PRIVIND COMISIOANELE SI ONORARIILE ,Expense,B,,Yes,,C.8.1.25,5,C,,,B,C.8.1.25,622,622,419,419
